"state","communityname","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf"
49,"BrighamCitycity",0.45,0.47,0.9,0.3,0.35,0.53
5,"ForrestCitycity",1,0.14,0.38,0.56,0.54,0.37
4,"Chandlercity",0.25,0.78,0.53,0.31,0.31,0.5
32,"Sparkscity",0.26,0.74,0.17,0.26,0.37,0.32
36,"Amsterdamcity",0.6,0.3,0.54,0.48,0.56,0.33
36,"Canandaiguacity",0.43,0.49,0.43,0.57,0.41,0.43
42,"Brentwoodborough",0.26,0.42,0.19,0.37,0.32,0.34
6,"LaPuentecity",0.62,0.46,0.66,0.2,0.81,0.13
13,"Hinesvillecity",0.49,0.68,0.15,0.39,0.39,0.42
55,"Ashwaubenonvillage",0.18,0.78,0.53,0.31,0.49,0.4
24,"Salisburycity",0.34,0.54,0.35,0.45,0.42,0.37
25,"Somersettown",0.38,0.5,0.44,0.53,0.38,0.42
6,"Paramountcity",0.67,0.47,0.74,0.16,0.89,0.12
49,"Roycity",0.21,0.72,0.39,0.2,0.4,0.4
34,"Marlborotownship",0.2,0.56,0.23,0.55,0.12,0.77
6,"Piedmontcity",0.02,0.57,0.13,0.96,0.03,1
34,"Dumontborough",0.22,0.58,0.35,0.35,0.29,0.46
2,"Fairbankscity",0.57,0.69,0.05,0.54,0.29,0.39
47,"Brentwoodcity",0.14,0.61,0.3,0.55,0.05,0.91
6,"Azusacity",0.54,0.56,0.56,0.28,0.65,0.23
48,"Gainesvillecity",0.41,0.32,0.48,0.4,0.6,0.31
48,"DeerParkcity",0.31,0.67,0.63,0.34,0.35,0.39
55,"WhitefishBayvillage",0.05,0.64,0.27,0.84,0.03,1
12,"Kissimmeecity",0.33,0.7,0.09,0.1,0.31,0.26
48,"Humblecity",0.3,0.69,0.21,0.26,0.35,0.29
8,"Denvercity",0.42,0.53,0.2,0.51,0.32,0.5
9,"NewBritaintown",0.51,0.47,0.53,0.35,0.51,0.33
34,"Randolphtownship",0.16,0.72,0.45,0.48,0.14,0.81
6,"Hollistercity",0.75,0.52,0.47,0.26,0.51,0.24
23,"Oronotown",0.28,0.22,0.1,1,0.12,0.59
55,"ChippewaFallscity",0.43,0.37,0.68,0.51,0.62,0.33
53,"MercerIslandcity",0.15,0.5,0.27,0.64,0.05,0.98
4,"Mesacity",0.29,0.55,0.42,0.36,0.3,0.42
36,"Buffalocity",0.8,0.27,0.36,0.63,0.49,0.34
34,"Walltownship",0.24,0.58,0.2,0.51,0.24,0.54
25,"EastLongmeadowtown",0.24,0.52,0.36,0.5,0.25,0.52
1,"Gadsdencity",0.55,0.18,0.62,0.36,0.75,0.26
9,"Middletowntown",0.24,0.63,0.42,0.61,0.28,0.5
12,"PuntaGordacity",0.2,0,0.13,0.47,0.26,0.5
49,"SouthOgdencity",0.26,0.53,0.27,0.52,0.23,0.6
9,"Bridgeporttown",0.72,0.41,0.59,0.39,0.6,0.25
48,"TexasCitycity",0.53,0.42,0.47,0.46,0.43,0.28
34,"Wyckofftownship",0.07,0.55,0.42,0.51,0.14,0.83
33,"Nashuacity",0.37,0.69,0.74,0.28,0.33,0.53
21,"Radcliffcity",0.66,0.55,0.1,0.37,0.31,0.33
50,"Burlingtoncity",0.39,0.51,0.21,0.67,0.21,0.5
25,"SouthHadleytown",0.16,0.56,0.38,0.69,0.3,0.48
48,"Lufkincity",0.39,0.37,0.48,0.56,0.54,0.38
42,"Kingstonborough",0.21,0.34,0.33,0.62,0.32,0.49
34,"Lindenwoldborough",0.38,0.73,0.32,0.36,0.39,0.35
34,"Ewingtownship",0.19,0.52,0.3,0.58,0.28,0.51
48,"Angletoncity",0.3,0.58,0.53,0.33,0.42,0.33
33,"Goffstowntown",0.34,0.59,0.34,0.5,0.31,0.44
34,"GloucesterCitycity",0.36,0.45,0.54,0.28,0.62,0.2
18,"Speedwaytown",0.1,0.6,0.33,0.46,0.34,0.41
6,"TwentyninePalms-MorongoValle",0.45,0.32,0.08,0.33,0.32,0.29
55,"Mequoncity",0.12,0.62,0.4,0.63,0.17,0.82
40,"Yukoncity",0.28,0.72,0.37,0.32,0.38,0.36
55,"SouthMilwaukeecity",0.26,0.54,0.71,0.37,0.52,0.28
6,"SanRamoncity",0.11,0.87,0.31,0.28,0.1,0.69
34,"SouthBrunswicktownship",0.17,0.81,0.39,0.43,0.18,0.69
24,"Annapoliscity",0.32,0.66,0.09,0.54,0.17,0.61
22,"Natchitochescity",1,0.17,0.22,0.81,0.38,0.38
25,"Barnstabletown",0.46,0.4,0.19,0.37,0.25,0.45
21,"Madisonvillecity",0.61,0.28,0.28,0.62,0.45,0.37
5,"Arkadelphiacity",0.34,0.32,0.19,1,0.34,0.52
28,"Brandoncity",0.17,0.64,0.16,0.53,0.18,0.63
42,"LowerMorelandtownship",0.11,0.5,0.26,0.68,0.12,0.8
55,"Wauwatosacity",0.07,0.51,0.35,0.71,0.19,0.71
6,"BaldwinParkcity",0.55,0.47,0.7,0.16,0.88,0.14
12,"Lauderhillcity",0.33,0.42,0.21,0.44,0.29,0.39
40,"Adacity",0.55,0.28,0.29,0.67,0.4,0.44
42,"NorthHuntingdontownship",0.39,0.4,0.43,0.45,0.34,0.41
19,"Marshalltowncity",0.24,0.49,0.59,0.52,0.45,0.39
37,"Havelockcity",0.32,0.83,0.15,0.26,0.22,0.29
25,"Wilmingtontown",0.37,0.69,0.49,0.38,0.34,0.43
34,"Freeholdborough",0.41,0.58,0.26,0.48,0.44,0.44
5,"Texarkanacity",0.46,0.32,0.42,0.44,0.58,0.28
37,"Laurinburgcity",0.86,0.21,0.85,0.44,0.75,0.31
36,"Ryecity",0.1,0.52,0.21,0.53,0.04,0.88
8,"Northglenncity",0.31,0.7,0.38,0.26,0.53,0.29
32,"BoulderCitycity",0.26,0.28,0.12,0.31,0.31,0.46
37,"Boonetown",0.5,0.19,0.09,0.66,0.18,0.51
6,"Cerritoscity",0.18,0.66,0.48,0.38,0.19,0.63
18,"EastChicagocity",1,0.17,0.77,0.37,0.84,0.15
41,"Hillsborocity",0.22,0.66,0.65,0.27,0.45,0.34
19,"Davenportcity",0.4,0.5,0.39,0.4,0.49,0.37
34,"Spartatownship",0.2,0.65,0.26,0.48,0.1,0.75
48,"Friendswoodcity",0.19,0.75,0.45,0.46,0.16,0.7
48,"HarkerHeightscity",0.24,0.66,0.14,0.64,0.3,0.53
53,"Sunnysidecity",1,0.28,0.25,0.4,0.57,0.22
48,"Beevillecity",0.84,0.3,0.16,0.46,0.29,0.29
5,"Magnoliacity",0.43,0.36,0.53,0.48,0.55,0.34
6,"GrandTerracecity",0.23,0.68,0.19,0.69,0.28,0.65
39,"Strongsvillecity",0.18,0.7,0.48,0.4,0.24,0.6
48,"Arlingtoncity",0.29,0.78,0.43,0.29,0.29,0.5
25,"Westboroughtown",0.24,0.64,0.55,0.41,0.21,0.71
44,"SouthKingstowntown",0.31,0.44,0.22,0.74,0.18,0.54
12,"FortLauderdalecity",0.42,0.43,0.17,0.34,0.31,0.39
6,"Gilroycity",0.51,0.6,0.46,0.3,0.52,0.32
48,"McKinneycity",0.35,0.47,0.49,0.27,0.48,0.34
51,"ColonialHeightscity",0.2,0.53,0.36,0.33,0.32,0.41
48,"Carrolltoncity",0.2,0.89,0.42,0.24,0.21,0.6
48,"Orangecity",0.54,0.25,0.55,0.51,0.46,0.38
9,"Enfieldtown",0.21,0.64,0.61,0.21,0.4,0.37
34,"Pequannocktownship",0.18,0.65,0.39,0.38,0.22,0.55
51,"Christiansburgtown",0.21,0.6,0.59,0.48,0.55,0.39
51,"Suffolkcity",0.45,0.42,0.5,0.38,0.57,0.32
9,"Stoningtontown",0.29,0.56,0.65,0.37,0.3,0.5
6,"TempleCitycity",0.26,0.51,0.32,0.39,0.29,0.46
48,"Laredocity",0.77,0.27,0.08,0.4,0.43,0.31
32,"Renocity",0.33,0.65,0.11,0.29,0.29,0.38
34,"FortLeeborough",0.27,0.47,0.3,0.48,0.09,0.82
39,"Brecksvillecity",0.19,0.45,0.46,0.52,0.17,0.9
6,"Burlingamecity",0.12,0.59,0.18,0.36,0.18,0.58
29,"Beltoncity",0.33,0.73,0.38,0.28,0.48,0.25
51,"VirginiaBeachcity",0.2,0.76,0.16,0.41,0.23,0.48
21,"Elizabethtowncity",0.39,0.43,0.33,0.46,0.4,0.49
37,"Reidsvillecity",0.38,0.33,0.91,0.37,0.83,0.34
45,"Easleycity",0.31,0.53,0.7,0.29,0.64,0.36
13,"WarnerRobinscity",0.33,0.6,0.23,0.25,0.32,0.37
12,"Tampacity",0.41,0.46,0.2,0.41,0.38,0.39
33,"Dovercity",0.34,0.64,0.48,0.4,0.34,0.45
29,"Gladstonecity",0.14,0.68,0.35,0.32,0.31,0.42
6,"CostaMesacity",0.22,0.78,0.43,0.31,0.26,0.49
42,"Penntownship",0.35,0.47,0.46,0.45,0.37,0.46
48,"Seguincity",0.58,0.33,0.56,0.39,0.67,0.23
5,"NorthLittleRockcity",0.32,0.43,0.24,0.41,0.38,0.39
47,"Murfreesborocity",0.36,0.56,0.44,0.47,0.44,0.43
48,"Snydercity",0.51,0.35,0.1,0.44,0.42,0.28
56,"Gillettecity",0.31,0.74,0,0.39,0.5,0.34
12,"Nicevillecity",0.35,0.6,0.16,0.39,0.27,0.53
48,"BayCitycity",0.51,0.4,0.25,0.3,0.4,0.39
39,"Bellefontainecity",0.51,0.47,0.78,0.25,0.77,0.21
25,"Marshfieldtown",0.41,0.69,0.21,0.43,0.2,0.57
33,"Lebanoncity",0.14,0.67,0.32,0.78,0.33,0.46
53,"Edmondscity",0.15,0.61,0.29,0.5,0.21,0.57
42,"Calntownship",0.13,0.58,0.52,0.42,0.46,0.43
34,"Collingswoodborough",0.18,0.6,0.29,0.58,0.21,0.56
8,"Westminstercity",0.22,0.83,0.37,0.3,0.34,0.45
9,"Newtowntown",0.26,0.63,0.51,0.46,0.17,0.66
51,"Leesburgtown",0.06,0.84,0.19,0.33,0.18,0.54
6,"Glendalecity",0.44,0.46,0.31,0.45,0.24,0.54
27,"Shakopeecity",0.26,0.72,0.63,0.27,0.58,0.31
38,"Fargocity",0.22,0.65,0.12,0.64,0.32,0.47
55,"Muskegocity",0.13,0.77,0.63,0.27,0.47,0.37
29,"CreveCoeurcity",0.04,0.51,0.33,0.69,0.01,1
6,"Lancastercity",0.44,0.49,0.43,0.34,0.32,0.44
25,"Leicestertown",0.33,0.63,0.4,0.51,0.41,0.44
12,"Ocalacity",0.45,0.29,0.3,0.42,0.36,0.4
40,"Miamicity",0.6,0.19,0.41,0.56,0.45,0.35
51,"NewportNewscity",0.36,0.59,0.46,0.36,0.37,0.4
34,"Maplewoodtownship",0.17,0.65,0.27,0.61,0.11,0.8
12,"Melbournecity",0.39,0.41,0.46,0.31,0.32,0.41
45,"MyrtleBeachcity",0.22,0.7,0.09,0.19,0.21,0.41
56,"GreenRivercity",0.31,0.58,0.29,0.33,0.53,0.36
12,"VeroBeachcity",0.45,0.15,0.14,0.4,0.2,0.4
25,"Pepperelltown",0.32,0.71,0.75,0.31,0.37,0.61
42,"Richlandtownship",0.35,0.16,0.27,0.51,0.34,0.52
6,"Richmondcity",0.63,0.43,0.23,0.51,0.35,0.43
42,"Doylestowntownship",0.08,0.39,0.45,0.54,0.19,0.64
42,"Butlertownship",0.3,0.31,0.62,0.48,0.45,0.46
42,"Centertownship",0.26,0.48,0.33,0.38,0.38,0.39
21,"Jeffersontowncity",0.12,0.76,0.39,0.41,0.31,0.52
29,"Joplincity",0.36,0.4,0.41,0.45,0.48,0.34
9,"Vernontown",0.17,0.74,0.49,0.33,0.33,0.45
25,"Lexingtontown",0.17,0.57,0.36,0.89,0.04,1
6,"Berkeleycity",0.33,0.51,0.12,1,0.11,0.86
49,"AmericanForkcity",0.37,0.49,0.35,0.6,0.43,0.43
6,"Atascaderocity",0.21,0.62,0.15,0.57,0.27,0.39
48,"Pharrcity",1,0.07,0.23,0.4,0.52,0.23
39,"Lebanoncity",0.05,0.57,0.4,0.35,0.44,0.36
39,"Mariettacity",0.43,0.35,0.31,0.72,0.37,0.52
12,"NorthMiamicity",0.54,0.51,0.19,0.43,0.33,0.33
40,"Durantcity",0.71,0.22,0.3,0.65,0.49,0.39
12,"Leesburgcity",0.5,0.24,0.24,0.5,0.41,0.3
18,"Dyertown",0.16,0.67,0.54,0.38,0.41,0.32
51,"Norfolkcity",0.37,0.56,0.21,0.43,0.4,0.34
6,"Norwalkcity",0.41,0.49,0.65,0.22,0.65,0.22
42,"WestChesterborough",0.34,0.56,0.25,0.6,0.34,0.41
34,"Bricktownship",0.33,0.46,0.26,0.37,0.34,0.36
53,"Ellensburgcity",0.53,0.29,0.07,0.79,0.38,0.35
9,"Wallingfordtown",0.24,0.64,0.54,0.41,0.38,0.43
22,"Rustoncity",0.73,0.19,0.2,0.9,0.27,0.56
48,"MissouriCitycity",0.16,0.81,0.24,0.53,0.15,0.68
39,"Miamitownship",0.13,0.7,0.55,0.37,0.39,0.51
9,"Wethersfieldtown",0.17,0.45,0.25,0.48,0.2,0.6
49,"SouthSaltLakecity",0.51,0.55,0.38,0.25,0.64,0.2
34,"Millvillecity",0.4,0.49,0.6,0.32,0.54,0.28
6,"Pasadenacity",0.39,0.51,0.23,0.68,0.24,0.65
37,"HighPointcity",0.31,0.57,0.79,0.23,0.74,0.3
47,"Bartletttown",0.08,0.78,0.28,0.39,0.23,0.5
34,"MountHollytownship",0.44,0.46,0.35,0.44,0.52,0.29
9,"Sheltontown",0.24,0.64,0.62,0.32,0.3,0.51
6,"YorbaLindacity",0.11,0.81,0.44,0.36,0.16,0.71
53,"Bellevuecity",0.13,0.69,0.38,0.37,0.15,0.68
12,"SouthDaytonacity",0.37,0.36,0.16,0.33,0.23,0.35
25,"Bournetown",0.38,0.46,0.18,0.47,0.22,0.43
48,"Bellairecity",0.11,0.69,0.17,0.64,0.07,0.86
6,"Chicocity",0.61,0.36,0.16,0.61,0.23,0.41
39,"Bucyruscity",0.64,0.31,0.92,0.26,0.8,0.23
45,"Greenvillecity",0.34,0.49,0.4,0.57,0.44,0.48
42,"WestHempfieldtownship",0.09,0.74,0.73,0.34,0.56,0.42
39,"Portsmouthcity",0.79,0.04,0.26,0.59,0.4,0.38
33,"Exetertown",0.35,0.6,0.35,0.68,0.28,0.63
19,"MasonCitycity",0.21,0.51,0.44,0.53,0.53,0.33
53,"Lynnwoodcity",0.25,0.66,0.35,0.36,0.37,0.32
25,"Pembroketown",0.46,0.71,0.25,0.38,0.25,0.41
29,"UniversityCitycity",0.4,0.57,0.29,0.9,0.25,0.74
48,"Burkburnettcity",0.52,0.46,0.63,0.4,0.69,0.34
34,"NewBrunswickcity",0.59,0.41,0.35,0.65,0.43,0.35
18,"NewAlbanycity",0.44,0.42,0.49,0.42,0.57,0.33
34,"Lodiborough",0.45,0.51,0.53,0.15,0.47,0.32
48,"Rosenbergcity",0.38,0.56,0.34,0.41,0.53,0.18
29,"Warrensburgcity",0.53,0.3,0.16,0.82,0.23,0.46
36,"Newburghcity",0.81,0.37,0.54,0.51,0.68,0.25
9,"Darientown",0.15,0.54,0.3,0.35,0.06,0.86
37,"Wilmingtoncity",0.38,0.41,0.31,0.42,0.42,0.37
9,"NorthBranfordtown",0.12,0.74,0.41,0.49,0.26,0.51
6,"Woodlandcity",0.51,0.55,0.24,0.49,0.45,0.33
53,"DesMoinescity",0.23,0.54,0.52,0.19,0.39,0.35
6,"ElCerritocity",0.18,0.44,0.18,0.9,0.13,0.85
28,"Greenvillecity",0.87,0.28,0.45,0.46,0.56,0.34
29,"Moberlycity",0.56,0.34,0.36,0.51,0.54,0.32
25,"Marbleheadtown",0.16,0.66,0.28,0.6,0.07,0.83
29,"Springfieldcity",0.34,0.44,0.31,0.51,0.42,0.34
34,"PomptonLakesborough",0.18,0.66,0.54,0.3,0.4,0.48
1,"Hoovercity",0.09,0.7,0.16,0.55,0.07,0.78
6,"Irvinecity",0.16,0.73,0.38,0.55,0.08,0.83
49,"Clearfieldcity",0.4,0.48,0.4,0.15,0.53,0.28
48,"Andrewscity",0.45,0.39,0.22,0.34,0.64,0.31
12,"DeLandcity",0.48,0.15,0.25,0.67,0.47,0.45
34,"Hanovertownship",0.13,0.63,0.41,0.4,0.18,0.61
38,"WestFargocity",0.22,0.86,0.24,0.34,0.42,0.25
25,"Graftontown",0.38,0.6,0.59,0.43,0.32,0.5
34,"Patersoncity",0.76,0.46,0.69,0.29,0.87,0.15
13,"Brunswickcity",0.63,0.3,0.29,0.25,0.44,0.21
40,"Sapulpacity",0.34,0.4,0.41,0.37,0.54,0.31
40,"OklahomaCitycity",0.45,0.52,0.25,0.39,0.37,0.4
9,"EastHartfordtown",0.31,0.6,0.46,0.19,0.41,0.31
18,"Andersoncity",0.53,0.39,0.63,0.36,0.65,0.23
28,"Gulfportcity",0.5,0.34,0.23,0.49,0.43,0.41
13,"Thomasvillecity",0.41,0.37,0.47,0.71,0.55,0.4
22,"BossierCitycity",0.46,0.54,0.21,0.42,0.31,0.35
34,"EastBrunswicktownship",0.2,0.68,0.38,0.54,0.2,0.72
34,"Deptfordtownship",0.29,0.56,0.39,0.29,0.48,0.27
48,"Pearlandcity",0.14,0.73,0.4,0.36,0.23,0.48
34,"Newarkcity",1,0.28,0.47,0.38,0.79,0.16
48,"PortNechescity",0.35,0.45,0.59,0.47,0.39,0.4
51,"Petersburgcity",0.55,0.33,0.34,0.58,0.61,0.23
28,"OceanSpringscity",0.43,0.49,0.45,0.48,0.25,0.46
12,"Naplescity",0.13,0.04,0.09,0.41,0.12,0.63
51,"Winchestercity",0.27,0.56,0.46,0.34,0.54,0.38
38,"GrandForkscity",0.29,0.61,0.11,0.74,0.31,0.49
48,"Rockwallcity",0.25,0.62,0.36,0.43,0.14,0.72
54,"Parkersburgcity",0.52,0.26,0.44,0.43,0.52,0.33
47,"Greenevilletown",0.6,0.32,0.73,0.4,0.61,0.41
54,"Morgantowncity",0.52,0.17,0.11,1,0.15,0.69
29,"CapeGirardeaucity",0.4,0.45,0.27,0.63,0.34,0.41
55,"Racinecity",0.49,0.47,0.8,0.34,0.63,0.3
21,"Frankfortcity",0.3,0.55,0.27,0.34,0.33,0.52
4,"Peoriacity",0.26,0.46,0.26,0.35,0.29,0.38
37,"RoanokeRapidscity",0.44,0.43,0.52,0.28,0.53,0.3
46,"Watertowncity",0.33,0.56,0.5,0.42,0.5,0.3
34,"Raritantownship",0.09,0.78,0.43,0.4,0.19,0.67
12,"Orlandocity",0.25,0.66,0.17,0.3,0.29,0.42
48,"Vidorcity",0.4,0.35,0.35,0.33,0.45,0.26
42,"Berwickborough",0.61,0.28,0.87,0.21,0.96,0.14
55,"Appletoncity",0.2,0.6,0.59,0.45,0.46,0.46
42,"WestMifflinborough",0.47,0.31,0.24,0.57,0.38,0.32
48,"Kingsvillecity",0.7,0.31,0.21,0.61,0.36,0.42
42,"Astontownship",0.16,0.63,0.51,0.39,0.36,0.43
45,"Charlestoncity",0.3,0.46,0.15,0.64,0.24,0.51
51,"Salemcity",0.08,0.5,0.37,0.46,0.51,0.37
25,"Clintontown",0.31,0.57,0.81,0.33,0.53,0.42
6,"LaHabracity",0.33,0.63,0.52,0.27,0.43,0.38
6,"Vacavillecity",0.28,0.47,0.24,0.28,0.35,0.33
23,"Lewistoncity",0.48,0.46,0.6,0.44,0.61,0.25
25,"Lawrencecity",1,0.27,0.83,0.31,0.71,0.23
28,"Greenwoodcity",0.77,0.23,0.38,0.53,0.53,0.45
34,"Lindencity",0.42,0.44,0.55,0.26,0.55,0.27
34,"RoselleParkborough",0.32,0.63,0.49,0.36,0.41,0.42
25,"Foxboroughtown",0.28,0.66,0.44,0.48,0.29,0.58
6,"Beniciacity",0.22,0.71,0.26,0.42,0.22,0.6
6,"CulverCitycity",0.22,0.63,0.29,0.59,0.19,0.68
34,"Eveshamtownship",0.09,0.8,0.32,0.45,0.14,0.63
45,"Summervilletown",0.23,0.62,0.33,0.43,0.38,0.46
6,"Victorvillecity",0.67,0.31,0.23,0.24,0.45,0.28
39,"Piquacity",0.47,0.46,0.91,0.24,0.9,0.2
48,"Levellandcity",0.43,0.41,0.04,0.5,0.48,0.3
5,"Bentonvillecity",0.18,0.52,0.41,0.17,0.67,0.27
4,"Tempecity",0.3,0.68,0.35,0.48,0.24,0.57
25,"Quincycity",0.44,0.57,0.21,0.49,0.25,0.47
39,"Barbertoncity",0.57,0.28,0.68,0.3,0.64,0.18
9,"Naugatucktown",0.3,0.66,0.69,0.33,0.5,0.37
39,"Springfieldtownship",0.32,0.36,0.57,0.4,0.52,0.43
34,"PointPleasantborough",0.25,0.51,0.19,0.48,0.23,0.43
25,"Chelmsfordtown",0.31,0.73,0.63,0.45,0.18,0.71
18,"Warsawcity",0.17,0.58,0.92,0.25,0.69,0.32
49,"SouthJordancity",0.15,0.7,0.32,0.39,0.32,0.46
1,"Prattvillecity",0.31,0.58,0.38,0.28,0.39,0.35
40,"SandSpringscity",0.32,0.55,0.54,0.31,0.47,0.37
6,"Dixoncity",0.54,0.57,0.26,0.42,0.43,0.33
53,"Kentcity",0.23,0.77,0.7,0.17,0.42,0.39
48,"Bedfordcity",0.17,0.86,0.34,0.25,0.16,0.56
12,"Tamaraccity",0.35,0.01,0.19,0.29,0.19,0.38
34,"PalisadesParkborough",0.32,0.54,0.41,0.28,0.37,0.47
21,"Louisvillecity",0.54,0.34,0.36,0.53,0.48,0.36
23,"Bangorcity",0.35,0.5,0.14,0.69,0.26,0.49
34,"Keansburgborough",0.76,0.43,0.3,0.29,0.62,0.17
6,"Pomonacity",0.6,0.47,0.61,0.26,0.73,0.27
29,"WebsterGrovescity",0.19,0.52,0.32,0.71,0.13,0.81
39,"Wilmingtoncity",0.41,0.47,0.44,0.51,0.61,0.39
6,"Ridgecrestcity",0.27,0.72,0.15,0.38,0.16,0.7
12,"Gulfportcity",0.35,0.13,0.24,0.39,0.42,0.3
34,"Cinnaminsontownship",0.22,0.53,0.43,0.4,0.19,0.57
6,"SouthElMontecity",0.79,0.41,0.98,0.06,1,0.05
24,"Westminstercity",0.19,0.55,0.31,0.45,0.35,0.42
48,"Brownwoodcity",0.64,0.23,0.46,0.49,0.59,0.27
36,"Beaconcity",0.46,0.42,0.53,0.33,0.43,0.32
48,"SouthHoustoncity",0.54,0.47,0.3,0.07,0.66,0.07
6,"SuisunCitycity",0.47,0.63,0.29,0.25,0.38,0.27
6,"SantaBarbaracity",0.26,0.58,0.24,0.53,0.22,0.5
6,"FountainValleycity",0.21,0.7,0.49,0.32,0.18,0.62
6,"ThousandOakscity",0.2,0.69,0.39,0.39,0.15,0.65
6,"ElCentrocity",0.98,0.3,0.12,0.51,0.36,0.4
55,"Cudahycity",0.28,0.57,0.61,0.34,0.6,0.27
34,"MountOlivetownship",0.18,0.83,0.39,0.29,0.26,0.54
29,"Grandviewcity",0.28,0.74,0.37,0.34,0.39,0.34
29,"Hazelwoodcity",0.21,0.73,0.59,0.27,0.28,0.47
34,"Readingtontownship",0.11,0.75,0.44,0.36,0.22,0.7
34,"Garfieldcity",0.39,0.5,0.65,0.13,0.66,0.23
34,"Warrentownship",0.22,0.6,0.3,0.44,0.1,0.77
42,"EastNorritontownship",0.06,0.62,0.46,0.39,0.24,0.58
29,"BellefontaineNeighborscity",0.29,0.29,0.43,0.32,0.39,0.39
19,"Newtoncity",0.21,0.49,0.82,0.35,0.55,0.3
34,"Berkeleytownship",0.47,0,0.19,0.41,0.35,0.28
33,"Berlincity",0.58,0.32,0.7,0.38,0.73,0.2
35,"Alamogordocity",0.49,0.45,0.13,0.43,0.31,0.39
36,"Cortlandcity",0.39,0.3,0.48,0.75,0.46,0.45
54,"Charlestoncity",0.47,0.31,0.16,0.57,0.2,0.61
6,"Tustincity",0.25,0.8,0.45,0.31,0.29,0.48
47,"Smyrnatown",0.29,0.65,0.63,0.12,0.6,0.23
4,"ApacheJunctioncity",0.43,0.14,0.28,0.23,0.5,0.17
6,"Novatocity",0.12,0.72,0.16,0.43,0.19,0.55
13,"Lawrencevillecity",0.23,0.7,0.3,0.2,0.41,0.37
6,"Westminstercity",0.34,0.59,0.57,0.21,0.42,0.4
41,"Ashlandcity",0.38,0.44,0.13,0.74,0.19,0.63
34,"Hopewelltownship",0.06,0.6,0.25,0.8,0.08,0.87
18,"FortWaynecity",0.38,0.56,0.49,0.34,0.53,0.34
25,"Oxfordtown",0.42,0.6,0.52,0.29,0.47,0.33
6,"SantaClaritacity",0.17,0.77,0.43,0.31,0.22,0.54
6,"Camarillocity",0.18,0.52,0.37,0.37,0.22,0.57
39,"Conneautcity",0.75,0.25,0.87,0.31,0.8,0.2
6,"SanDiegocity",0.34,0.57,0.3,0.47,0.23,0.53
34,"Hazlettownship",0.3,0.61,0.28,0.36,0.31,0.37
37,"Concordcity",0.22,0.52,0.64,0.25,0.72,0.27
5,"LittleRockcity",0.31,0.55,0.21,0.63,0.29,0.55
5,"Jacksonvillecity",0.38,0.65,0.28,0.3,0.46,0.31
45,"GooseCreekcity",0.12,0.72,0.38,0.28,0.42,0.32
38,"Willistoncity",0.35,0.49,0.03,0.51,0.3,0.35
39,"ClevelandHeightscity",0.27,0.58,0.26,1,0.23,0.79
6,"SantaMariacity",0.5,0.47,0.26,0.23,0.45,0.21
36,"Poughkeepsiecity",0.44,0.44,0.48,0.69,0.35,0.46
36,"MountVernoncity",0.47,0.48,0.25,0.62,0.33,0.43
18,"Indianapoliscity",0.33,0.58,0.35,0.41,0.39,0.42
6,"RedwoodCitycity",0.19,0.66,0.36,0.36,0.28,0.47
25,"Westfordtown",0.32,0.74,0.69,0.44,0.22,0.78
34,"RedBankborough",0.37,0.45,0.21,0.62,0.35,0.55
6,"SanFranciscocity",0.38,0.53,0.18,0.52,0.24,0.57
45,"Caycecity",0.28,0.57,0.26,0.36,0.41,0.27
1,"Decaturcity",0.34,0.48,0.7,0.32,0.49,0.44
6,"Redlandscity",0.27,0.53,0.19,0.73,0.23,0.62
39,"Englewoodcity",0.14,0.58,0.51,0.47,0.32,0.47
37,"Tarborotown",0.24,0.47,0.71,0.35,0.71,0.36
53,"Kirklandcity",0.17,0.77,0.37,0.33,0.23,0.55
25,"Arlingtontown",0.25,0.61,0.3,0.8,0.13,0.77
47,"Maryvillecity",0.4,0.28,0.32,0.57,0.38,0.47
9,"Betheltown",0.3,0.72,0.57,0.31,0.26,0.58
34,"Rahwaycity",0.31,0.57,0.51,0.34,0.39,0.36
25,"Tauntoncity",0.58,0.53,0.58,0.39,0.65,0.29
9,"Hamdentown",0.2,0.56,0.3,0.69,0.2,0.58
42,"SpringGardentownship",0.12,0.42,0.46,0.57,0.24,0.62
13,"ForestParkcity",0.39,0.54,0.26,0.1,0.69,0.12
39,"Maumeecity",0.26,0.66,0.4,0.51,0.37,0.45
1,"AlexanderCitycity",0.27,0.43,1,0.17,0.93,0.24
9,"Southingtontown",0.2,0.69,0.53,0.38,0.33,0.46
44,"Burrillvilletown",0.38,0.55,0.53,0.53,0.52,0.31
28,"Columbuscity",0.61,0.36,0.58,0.38,0.57,0.32
12,"TempleTerracecity",0.12,0.71,0.17,0.68,0.14,0.7
6,"Seasidecity",0.24,0.77,0.1,0.41,0.22,0.24
9,"Waterburytown",0.5,0.46,0.63,0.4,0.54,0.32
25,"Walthamcity",0.37,0.57,0.44,0.57,0.27,0.48
6,"Ontariocity",0.47,0.58,0.53,0.2,0.6,0.24
