"state","communityname","NumIlleg","PctIlleg","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell"
49,"Logancity",0,0.05,0.02,1,1,0.97,0.93,0.59,0.52,0.43,0.37,0.8,0.12
8,"Louisvillecity",0,0.02,0,0.24,0.18,0.26,0.25,0.05,0.04,0.05,0.04,0.92,0.04
9,"WestHartfordtown",0.01,0.08,0.05,0.33,0.32,0.32,0.32,0.28,0.24,0.22,0.2,0.74,0.15
1,"Tuskegeecity",0.04,1,0,0.56,0.62,0.55,0.62,0.07,0.07,0.06,0.06,0.95,0.04
16,"Pocatellocity",0.01,0.1,0.01,0.5,0.47,0.41,0.47,0.07,0.05,0.04,0.05,0.93,0.02
4,"Scottsdalecity",0.02,0.08,0.05,0.26,0.33,0.38,0.38,0.12,0.13,0.13,0.12,0.87,0.06
12,"Stuartcity",0.01,0.35,0.01,0.16,0.18,0.26,0.31,0.08,0.07,0.1,0.11,0.88,0.08
34,"Bernardstownship",0,0.02,0.01,0.26,0.23,0.32,0.35,0.13,0.1,0.13,0.13,0.83,0.06
25,"Northbridgetown",0,0.15,0,0.03,0.07,0.06,0.06,0.01,0.02,0.01,0.01,0.88,0.04
34,"Bloomfieldtownship",0.01,0.11,0.04,0.35,0.41,0.44,0.48,0.32,0.33,0.33,0.32,0.68,0.15
48,"Sweetwatercity",0,0.15,0,0.06,0.16,0.3,0.28,0.01,0.02,0.04,0.04,0.58,0.11
18,"Crawfordsvillecity",0.01,0.2,0,0.38,0.34,0.36,0.38,0.03,0.02,0.02,0.02,0.97,0
6,"SanRafaelcity",0.02,0.26,0.07,0.57,0.63,0.66,0.66,0.86,0.83,0.79,0.73,0.59,0.5
40,"ElkCitycity",0.01,0.23,0,0,0.12,0.4,0.64,0,0.01,0.02,0.03,0.92,0.03
54,"Fairmontcity",0.01,0.31,0,0.47,0.41,0.33,0.37,0.06,0.04,0.03,0.03,0.95,0.03
6,"Pacificacity",0.01,0.19,0.04,0.2,0.22,0.33,0.39,0.2,0.2,0.27,0.29,0.67,0.12
44,"Smithfieldtown",0,0.05,0,0.1,0.1,0.14,0.14,0.02,0.02,0.03,0.02,0.92,0.03
6,"Barstowcity",0.01,0.26,0.01,0.54,0.49,0.51,0.56,0.28,0.23,0.22,0.22,0.64,0.19
6,"LosGatostown",0.01,0.1,0.02,0.31,0.32,0.34,0.37,0.24,0.22,0.21,0.21,0.8,0.06
34,"SouthPlainfieldborough",0,0.08,0.01,0.18,0.21,0.33,0.38,0.14,0.13,0.19,0.21,0.77,0.09
55,"Middletoncity",0,0.11,0,0.53,0.59,0.54,0.56,0.11,0.11,0.09,0.08,0.92,0.05
25,"NorthAndovertown",0,0.09,0.01,0.16,0.2,0.34,0.44,0.07,0.08,0.12,0.14,0.85,0.08
48,"FarmersBranchcity",0.01,0.14,0.02,0.44,0.53,0.67,0.77,0.42,0.44,0.51,0.53,0.64,0.38
25,"Bedfordtown",0,0.03,0.01,0.2,0.19,0.33,0.36,0.11,0.09,0.15,0.15,0.88,0.03
16,"TwinFallscity",0.01,0.1,0.01,0.4,0.51,0.54,0.67,0.08,0.09,0.09,0.1,0.87,0.09
39,"Hilliardcity",0,0.1,0,0.46,0.44,0.66,0.63,0.05,0.04,0.05,0.05,0.96,0.01
36,"Oleancity",0.01,0.26,0,0.19,0.14,0.26,0.22,0.03,0.02,0.03,0.02,0.94,0.01
48,"Alvincity",0.01,0.13,0.01,0.32,0.39,0.38,0.5,0.11,0.12,0.11,0.13,0.7,0.21
1,"Homewoodcity",0.01,0.15,0,0.46,0.61,0.66,0.58,0.11,0.12,0.12,0.1,0.92,0.05
34,"Morristownship",0,0.04,0.01,0.38,0.44,0.41,0.43,0.28,0.29,0.24,0.23,0.81,0.07
34,"Pembertontownship",0.02,0.3,0.01,0.19,0.19,0.21,0.23,0.09,0.08,0.08,0.08,0.76,0.07
39,"Cincinnaticity",0.74,0.96,0.07,0.48,0.48,0.52,0.53,0.09,0.08,0.08,0.07,0.92,0.04
6,"Walnutcity",0,0.08,0.07,0.27,0.39,0.5,0.58,0.67,0.83,0.98,1,0.16,0.47
37,"Greenvillecity",0.06,0.79,0.01,0.39,0.45,0.4,0.47,0.05,0.05,0.04,0.04,0.95,0.03
48,"CopperasCovecity",0,0.06,0.01,0.4,0.44,0.43,0.47,0.21,0.2,0.18,0.18,0.78,0.08
6,"Coronadocity",0,0.04,0.02,0.47,0.5,0.6,0.58,0.3,0.27,0.3,0.27,0.79,0.08
25,"Uxbridgetown",0,0.12,0,0.1,0.32,0.26,0.25,0.02,0.04,0.03,0.03,0.9,0.01
18,"Connersvillecity",0.01,0.13,0,0.07,0.05,0.12,0.1,0,0,0.01,0,0.98,0.02
45,"Orangeburgcity",0.02,0.67,0,0.84,0.65,0.53,0.66,0.09,0.06,0.04,0.05,0.93,0.05
12,"SouthMiamicity",0.02,0.77,0.02,0.24,0.23,0.36,0.41,0.38,0.32,0.46,0.48,0.48,0.32
34,"Harrisontown",0.01,0.29,0.04,0.42,0.48,0.53,0.57,1,1,1,1,0.01,1
1,"Prichardcity",0.11,1,0,1,0.97,0.79,0.67,0.02,0.01,0.01,0.01,0.96,0.02
39,"Goshentownship",0,0.11,0,0,0.58,0.47,0.4,0,0.01,0.01,0,0.99,0.01
6,"WestHollywoodcity",0.01,0.28,0.08,0.5,0.46,0.46,0.51,1,0.97,0.87,0.89,0.42,0.48
42,"NewCastlecity",0.02,0.25,0,0.08,0.06,0.08,0.09,0.01,0.01,0.01,0.01,0.89,0.04
13,"Columbuscity",0.18,0.47,0.04,0.42,0.4,0.42,0.4,0.1,0.08,0.08,0.07,0.89,0.05
21,"Shivelycity",0.01,0.16,0,0,0.25,0.2,0.17,0,0.01,0.01,0.01,0.98,0.02
1,"Tuscaloosacity",0.1,0.69,0.01,1,0.96,0.84,0.8,0.15,0.13,0.1,0.09,0.95,0.03
19,"Indianolacity",0,0.07,0,0.19,0.35,0.28,0.24,0.01,0.01,0.01,0.01,0.98,0.01
9,"Berlintown",0,0.06,0.01,0.06,0.11,0.2,0.21,0.04,0.06,0.1,0.09,0.74,0.07
42,"Peterstownship",0,0.04,0,0.04,0.09,0.14,0.21,0.01,0.01,0.02,0.03,0.95,0.01
48,"LaPortecity",0.01,0.13,0.01,0.19,0.23,0.25,0.32,0.06,0.06,0.06,0.07,0.79,0.09
48,"Beaumontcity",0.11,0.41,0.02,0.5,0.47,0.53,0.58,0.11,0.09,0.1,0.1,0.87,0.08
4,"Gilberttown",0.01,0.14,0.01,0.32,0.44,0.44,0.4,0.09,0.11,0.1,0.08,0.84,0.07
12,"Casselberrycity",0,0.08,0.01,0.17,0.17,0.18,0.33,0.09,0.08,0.07,0.13,0.77,0.13
13,"Cartersvillecity",0.01,0.32,0,0.34,0.25,0.39,0.41,0.02,0.01,0.02,0.02,0.96,0.04
39,"Clevelandcity",1,0.99,0.14,0.26,0.29,0.32,0.34,0.07,0.07,0.07,0.07,0.82,0.13
25,"Northboroughtown",0,0.08,0.01,0.35,0.57,0.68,0.59,0.19,0.27,0.3,0.24,0.88,0.07
18,"Bedfordcity",0,0.05,0,0.35,0.26,0.46,0.61,0.01,0.01,0.02,0.02,0.98,0.02
34,"Plainfieldcity",0.09,1,0.05,0.53,0.7,0.71,0.71,0.55,0.64,0.6,0.55,0.68,0.4
34,"Uniontownship",0.01,0.12,0.05,0.13,0.19,0.23,0.26,0.14,0.17,0.19,0.2,0.65,0.17
25,"Holbrooktown",0,0.11,0,0.04,0.06,0.1,0.14,0.02,0.02,0.03,0.04,0.85,0.04
13,"CollegeParkcity",0.05,1,0.01,0.46,0.64,0.74,1,0.2,0.25,0.26,0.33,0.84,0.16
22,"Westwegocity",0.01,0.4,0,0.2,0.55,0.6,0.65,0.03,0.07,0.07,0.07,0.79,0.07
44,"Providencecity",0.23,0.75,0.21,0.53,0.62,0.67,0.7,0.72,0.75,0.74,0.71,0.47,0.55
23,"Augustacity",0.01,0.15,0.01,0.03,0.08,0.24,0.24,0.01,0.02,0.07,0.06,0.72,0.08
41,"OregonCitycity",0,0.12,0,0.3,0.22,0.33,0.31,0.05,0.03,0.04,0.04,0.93,0.03
23,"Watervillecity",0.01,0.25,0,0.34,0.33,0.3,0.32,0.1,0.09,0.07,0.07,0.72,0.07
21,"Winchestercity",0.01,0.3,0,0.83,0.61,0.5,0.42,0.01,0.01,0.01,0.01,0.97,0.03
39,"Jacksontownship",0.01,0.16,0,0.22,0.27,0.36,0.34,0.02,0.02,0.02,0.02,0.97,0.02
44,"NorthProvidencetown",0.01,0.08,0.02,0.25,0.31,0.3,0.3,0.14,0.15,0.13,0.12,0.74,0.12
42,"SouthWhitehalltownship",0,0.08,0.01,0.12,0.18,0.2,0.23,0.05,0.06,0.07,0.07,0.84,0.05
6,"UnionCitycity",0.02,0.21,0.12,0.34,0.43,0.53,0.57,0.78,0.86,0.95,0.94,0.22,0.5
34,"Veronatownship",0,0.08,0.01,0.27,0.33,0.32,0.37,0.13,0.14,0.12,0.13,0.84,0.04
25,"Hinghamtown",0,0.04,0.01,0.09,0.09,0.23,0.22,0.03,0.03,0.06,0.05,0.92,0.02
46,"Mitchellcity",0,0.1,0,0.13,0.09,0.08,0.07,0.01,0.01,0,0,0.95,0.02
39,"Urbanacity",0,0.15,0,1,0.78,0.64,0.62,0.06,0.04,0.03,0.03,0.98,0.03
13,"Valdostacity",0.06,0.7,0,0.6,0.55,0.52,0.45,0.08,0.06,0.05,0.04,0.95,0.03
37,"Grahamcity",0.01,0.27,0,0,0.08,0.06,0.12,0,0.01,0,0.01,0.96,0.01
55,"Marinettecity",0,0.13,0,0.48,0.45,0.37,0.31,0.04,0.03,0.02,0.02,0.96,0.01
34,"Princetonborough",0,0.21,0.01,0.7,0.84,0.77,0.71,0.84,0.89,0.74,0.63,0.66,0.16
37,"Thomasvillecity",0.01,0.38,0,0.24,0.17,0.31,0.53,0,0,0.01,0.01,0.96,0.04
5,"Rogerscity",0,0.07,0,0.45,0.41,0.39,0.36,0.04,0.04,0.03,0.03,0.94,0.05
8,"Sterlingcity",0,0.15,0,0.33,0.25,0.31,0.29,0.07,0.04,0.05,0.04,0.87,0.04
6,"Lynwoodcity",0.11,0.84,0.18,0.43,0.48,0.51,0.61,1,1,1,1,0,1
34,"WestMilfordtownship",0,0.08,0.01,0.06,0.12,0.17,0.2,0.02,0.03,0.04,0.05,0.9,0.03
55,"Waukeshacity",0.02,0.17,0.01,0.19,0.21,0.28,0.4,0.04,0.04,0.05,0.06,0.87,0.08
1,"Opelikacity",0.03,0.59,0,0.24,0.8,0.78,0.8,0.03,0.08,0.07,0.07,0.96,0.06
6,"LaMesacity",0.02,0.15,0.03,0.35,0.35,0.42,0.43,0.22,0.19,0.21,0.2,0.79,0.11
53,"Bellinghamcity",0.02,0.19,0.02,0.37,0.39,0.39,0.44,0.18,0.17,0.16,0.16,0.9,0.09
37,"Durhamcity",0.18,0.76,0.03,0.74,0.76,0.75,0.74,0.2,0.18,0.16,0.15,0.91,0.05
6,"Herculescity",0,0.03,0.03,0.2,0.26,0.38,0.44,0.44,0.51,0.66,0.7,0.3,0.29
39,"Daytoncity",0.36,0.88,0.02,0.29,0.31,0.42,0.43,0.03,0.03,0.03,0.03,0.95,0.02
39,"Stowcity",0,0.08,0.01,0.15,0.33,0.32,0.35,0.04,0.07,0.06,0.06,0.93,0.02
44,"Newportcity",0.02,0.38,0.01,0.48,0.44,0.45,0.45,0.18,0.14,0.13,0.12,0.88,0.06
51,"Herndontown",0,0.19,0.02,0.61,0.81,0.86,0.9,0.78,0.9,0.88,0.84,0.62,0.28
48,"Coppellcity",0,0.07,0.01,0.38,0.44,0.53,0.65,0.2,0.2,0.22,0.25,0.79,0.09
6,"Indiocity",0.04,0.47,0.08,0.49,0.59,0.63,0.64,1,1,1,1,0,1
9,"NewLondontown",0.03,0.57,0.01,0.38,0.43,0.43,0.44,0.17,0.18,0.16,0.15,0.67,0.17
25,"Longmeadowtown",0,0,0.01,0.29,0.36,0.41,0.39,0.14,0.15,0.16,0.14,0.83,0.07
6,"Albanycity",0,0.19,0.03,0.64,0.71,0.76,0.73,1,1,1,0.94,0.49,0.29
37,"Burlingtoncity",0.03,0.32,0,0.11,0.25,0.27,0.28,0.01,0.02,0.02,0.02,0.95,0.03
39,"Ashlandcity",0,0.06,0,0.74,0.66,0.56,0.47,0.09,0.07,0.05,0.04,0.95,0.04
6,"Glendoracity",0.01,0.13,0.04,0.27,0.31,0.39,0.42,0.24,0.24,0.27,0.27,0.69,0.15
6,"Sunnyvalecity",0.04,0.19,0.18,0.45,0.54,0.6,0.65,0.72,0.75,0.76,0.75,0.53,0.29
42,"Tredyffrintownship",0,0.05,0.01,0.56,0.46,0.43,0.45,0.22,0.16,0.14,0.13,0.91,0.04
22,"NewIberiacity",0.05,0.57,0,0.24,0.18,0.22,0.75,0.04,0.03,0.03,0.09,0.64,0.11
49,"Midvalecity",0.01,0.21,0.01,0.45,0.53,0.7,0.75,0.24,0.26,0.31,0.3,0.76,0.22
6,"Livermorecity",0.01,0.12,0.02,0.41,0.46,0.46,0.48,0.19,0.19,0.17,0.16,0.85,0.09
55,"Kaukaunacity",0,0.1,0,0.48,0.44,0.72,0.61,0.04,0.03,0.05,0.04,0.96,0.06
56,"Evanstoncity",0,0.06,0,1,1,0.95,0.85,0.15,0.13,0.11,0.09,0.9,0.08
45,"Greenwoodcity",0.04,0.79,0,0.21,0.38,0.45,0.46,0.02,0.03,0.03,0.03,0.96,0.03
18,"Noblesvillecity",0,0.12,0,0.81,0.65,0.53,0.51,0.08,0.05,0.04,0.04,0.98,0.04
25,"Medfieldtown",0,0.08,0,0.14,0.13,0.3,0.31,0.05,0.04,0.08,0.08,0.9,0.02
29,"Columbiacity",0.04,0.46,0.03,0.96,0.97,0.89,0.86,0.41,0.36,0.3,0.27,0.87,0.1
48,"ElPasocity",0.37,0.31,0.81,0.32,0.35,0.38,0.43,0.53,0.5,0.5,0.51,0,0.95
48,"Lancastercity",0.01,0.28,0,0.15,0.16,0.42,0.41,0.02,0.02,0.05,0.04,0.88,0.07
25,"Bellinghamtown",0,0.09,0,0.26,0.23,0.31,0.28,0.07,0.05,0.07,0.06,0.82,0.06
34,"Manchestertownship",0,0.04,0.02,0.05,0.05,0.07,0.06,0.04,0.03,0.04,0.03,0.82,0.05
8,"Longmontcity",0.01,0.14,0.01,0.33,0.42,0.47,0.54,0.09,0.1,0.1,0.11,0.86,0.11
48,"Gatesvillecity",0.02,0.78,0,0.29,0.45,0.47,0.63,0.06,0.08,0.08,0.1,0.78,0.08
34,"Manalapantownship",0,0.05,0.02,0.1,0.11,0.17,0.21,0.06,0.06,0.09,0.1,0.79,0.08
34,"NewProvidenceborough",0,0.03,0.01,0.26,0.26,0.34,0.35,0.23,0.2,0.24,0.22,0.76,0.08
25,"Framinghamtown",0.03,0.24,0.05,0.49,0.55,0.59,0.56,0.4,0.4,0.38,0.34,0.73,0.21
6,"Arcatacity",0,0.21,0,0.25,0.26,0.28,0.29,0.08,0.07,0.07,0.07,0.87,0.08
47,"Springfieldcity",0.01,0.42,0,0.83,0.62,0.5,0.43,0.03,0.02,0.02,0.01,0.99,0.01
37,"Edencity",0.01,0.32,0,0.95,1,1,0.92,0.04,0.04,0.04,0.03,0.96,0.05
12,"PompanoBeachcity",0.11,0.66,0.07,0.29,0.42,0.5,0.63,0.29,0.37,0.4,0.46,0.72,0.26
55,"TwoRiverscity",0,0.1,0,0.78,0.6,0.55,0.58,0.07,0.04,0.04,0.04,0.94,0.04
34,"Moorestowntownship",0,0.1,0,0.05,0.05,0.13,0.13,0.02,0.01,0.03,0.03,0.88,0.04
11,"Washingtoncity",1,1,0.39,0.57,0.64,0.69,0.69,0.39,0.38,0.37,0.34,0.79,0.16
42,"Emmausborough",0,0.1,0,0.1,0.65,0.58,0.49,0.01,0.08,0.06,0.05,0.92,0.02
55,"Oconomowoccity",0,0.04,0,0.09,0.07,0.05,0.25,0.01,0.01,0.01,0.03,0.94,0.01
6,"SanCarloscity",0,0.05,0.02,0.15,0.18,0.25,0.31,0.13,0.14,0.17,0.2,0.73,0.11
42,"Manheimtownship",0,0.06,0.01,0.18,0.2,0.39,0.4,0.04,0.04,0.07,0.07,0.89,0.04
54,"Moundsvillecity",0,0.14,0,0,0,0,0,0,0,0,0,0.98,0.02
55,"Madisoncity",0.07,0.23,0.07,0.83,0.82,0.81,0.8,0.33,0.29,0.26,0.23,0.87,0.07
28,"Pascagoulacity",0.03,0.43,0,0.55,0.54,0.51,0.5,0.04,0.04,0.03,0.03,0.97,0.03
42,"Coatesvillecity",0.03,1,0,0.12,0.38,0.62,0.59,0.02,0.07,0.1,0.09,0.85,0.16
21,"Newportcity",0.02,0.47,0,0.26,0.46,0.38,0.52,0.01,0.02,0.01,0.02,0.98,0.03
12,"MiamiSpringscity",0,0.09,0.03,0.4,0.45,0.44,0.52,0.95,0.92,0.82,0.9,0.2,0.66
6,"Escondidocity",0.06,0.27,0.12,0.55,0.64,0.65,0.68,0.67,0.67,0.62,0.6,0.59,0.49
6,"Hawthornecity",0.09,0.73,0.14,0.42,0.51,0.57,0.64,0.86,0.92,0.94,0.97,0.31,0.67
29,"Bridgetoncity",0,0.09,0,0.26,0.27,0.45,0.46,0.03,0.03,0.04,0.04,0.94,0.05
6,"ChulaVistacity",0.05,0.19,0.2,0.34,0.37,0.42,0.44,0.53,0.51,0.52,0.5,0.32,0.44
6,"PalmDesertcity",0.01,0.14,0.02,0.42,0.52,0.62,0.65,0.4,0.43,0.47,0.45,0.71,0.26
6,"SanJosecity",0.47,0.32,1,0.43,0.5,0.58,0.67,0.79,0.81,0.86,0.9,0.33,0.59
25,"Newtoncity",0.01,0.06,0.07,0.38,0.38,0.38,0.38,0.35,0.3,0.27,0.26,0.75,0.1
55,"Shorewoodvillage",0,0.09,0.01,0.55,0.44,0.41,0.41,0.27,0.19,0.16,0.15,0.83,0.09
40,"Claremorecity",0,0.1,0,0.9,0.66,0.54,0.46,0.08,0.05,0.04,0.03,0.98,0.01
6,"SanJacintocity",0.01,0.32,0.02,0.37,0.46,0.46,0.47,0.39,0.41,0.38,0.35,0.54,0.43
48,"Robstowncity",0.01,0.28,0,0,0.06,0.1,0.25,0,0.02,0.03,0.06,0,0.94
37,"Carytown",0,0.06,0.02,0.26,0.37,0.52,0.55,0.1,0.13,0.17,0.16,0.86,0.06
6,"LaQuintacity",0,0.15,0.01,0.33,0.37,0.34,0.33,0.27,0.27,0.22,0.2,0.61,0.3
39,"Sharonvillecity",0,0.1,0,0.27,0.28,0.39,0.41,0.06,0.06,0.07,0.07,0.95,0.01
49,"SaltLakeCitycity",0.09,0.25,0.09,0.56,0.59,0.59,0.61,0.33,0.3,0.28,0.26,0.76,0.13
12,"Venicecity",0,0.05,0.01,0.06,0.05,0.06,0.06,0.03,0.02,0.02,0.02,0.9,0.06
41,"Springfieldcity",0.02,0.23,0.01,0.37,0.46,0.43,0.48,0.07,0.08,0.06,0.07,0.93,0.06
6,"SimiValleycity",0.03,0.15,0.08,0.31,0.38,0.42,0.49,0.26,0.28,0.28,0.3,0.74,0.16
6,"Maderacity",0.03,0.46,0.04,0.33,0.5,0.58,0.65,0.51,0.67,0.71,0.72,0.24,1
12,"SafetyHarborcity",0.01,0.18,0.01,0.33,0.36,0.38,0.35,0.15,0.14,0.14,0.11,0.88,0.07
18,"Martinsvillecity",0,0.08,0,0,0,0,0.26,0,0,0,0.01,0.99,0.02
9,"Farmingtontown",0,0.05,0.01,0.18,0.2,0.3,0.32,0.1,0.09,0.13,0.12,0.85,0.03
1,"Scottsborocity",0,0.11,0,0,0.29,0.31,0.52,0,0.01,0.01,0.01,0.98,0.02
39,"ShakerHeightscity",0.01,0.13,0.01,0.51,0.51,0.51,0.49,0.24,0.21,0.19,0.17,0.88,0.03
25,"Webstertown",0.01,0.25,0,0.07,0.12,0.25,0.3,0.02,0.03,0.05,0.06,0.78,0.08
39,"Girardcity",0,0.06,0,0.04,0.07,0.06,0.07,0.01,0.01,0.01,0.01,0.88,0.03
18,"Bloomingtoncity",0.01,0.2,0.03,1,0.95,0.96,0.86,0.5,0.4,0.36,0.3,0.86,0.08
49,"Centervillecity",0,0.01,0,0.15,0.18,0.22,0.24,0.01,0.02,0.02,0.02,0.97,0.02
25,"NorthAdamscity",0.01,0.22,0,0.06,0.11,0.14,0.15,0.01,0.02,0.03,0.03,0.89,0.04
45,"Irmotown",0,0.09,0,0.08,0.06,0.16,0.14,0.01,0,0.01,0.01,0.95,0.03
21,"BowlingGreencity",0.02,0.29,0,0.78,0.86,0.76,0.72,0.08,0.08,0.07,0.06,0.96,0.04
8,"Bouldercity",0.02,0.15,0.05,0.74,0.73,0.73,0.69,0.42,0.36,0.33,0.29,0.84,0.08
34,"Lawrencetownship",0.01,0.18,0.02,0.32,0.4,0.46,0.44,0.24,0.26,0.27,0.23,0.74,0.09
55,"WestAlliscity",0.02,0.13,0.01,0.11,0.18,0.17,0.16,0.02,0.03,0.03,0.02,0.92,0.03
39,"Soloncity",0,0.04,0.01,0.03,0.05,0.09,0.11,0.01,0.02,0.03,0.03,0.85,0.05
53,"Rentoncity",0.01,0.19,0.02,0.3,0.31,0.44,0.48,0.17,0.15,0.19,0.19,0.84,0.07
34,"Vinelandcity",0.06,0.5,0.02,0.09,0.15,0.16,0.21,0.04,0.05,0.05,0.06,0.53,0.39
48,"Burlesoncity",0,0.05,0,0,0,0,0,0,0,0,0,0.94,0.02
34,"Pleasantvillecity",0.04,1,0.01,0.32,0.36,0.46,0.49,0.14,0.14,0.16,0.16,0.74,0.17
39,"Nilescity",0.01,0.17,0,0.09,0.07,0.06,0.05,0.01,0.01,0.01,0.01,0.91,0.04
51,"Martinsvillecity",0.03,0.63,0,0.1,0.07,0.54,0.54,0.01,0,0.03,0.02,0.96,0.03
25,"Atholtown",0,0.17,0,0.11,0.11,0.14,0.12,0.03,0.03,0.03,0.02,0.92,0.05
53,"Bothellcity",0,0.08,0.01,0.12,0.14,0.19,0.25,0.05,0.05,0.07,0.08,0.9,0.03
37,"Kernersvilletown",0,0.19,0,0.49,0.61,0.5,0.74,0.05,0.06,0.04,0.06,0.96,0.05
48,"SanAntoniocity",0.59,0.28,0.59,0.21,0.28,0.35,0.42,0.14,0.16,0.18,0.2,0.17,0.46
25,"Wakefieldtown",0,0.04,0.01,0.01,0.04,0.08,0.12,0,0.01,0.02,0.03,0.92,0.06
34,"Livingstontownship",0,0.03,0.03,0.22,0.25,0.3,0.37,0.23,0.24,0.26,0.29,0.68,0.17
44,"Middletowntown",0,0.12,0.01,0.43,0.39,0.37,0.34,0.15,0.12,0.11,0.09,0.84,0.06
42,"BeaverFallscity",0.01,0.43,0,0.08,0.06,0.09,0.08,0.01,0.01,0.01,0.01,0.92,0.03
6,"Hesperiacity",0.02,0.2,0.02,0.29,0.37,0.4,0.39,0.14,0.15,0.15,0.13,0.78,0.14
42,"Butlercity",0.01,0.22,0,0,0.1,0.08,0.07,0,0.01,0.01,0.01,0.95,0.02
4,"SierraVistacity",0.01,0.13,0.02,0.21,0.3,0.27,0.34,0.11,0.13,0.11,0.12,0.78,0.06
48,"Schertzcity",0,0.09,0,0.11,0.11,0.14,0.35,0.03,0.03,0.03,0.08,0.74,0.08
22,"Lafayettecity",0.11,0.51,0.02,0.59,0.7,0.73,0.73,0.11,0.11,0.11,0.1,0.63,0.09
42,"LowerSalfordtownship",0,0.13,0,0.09,0.17,0.33,0.28,0.01,0.02,0.04,0.03,0.93,0.04
5,"Searcycity",0,0.1,0,1,1,1,1,0.11,0.09,0.07,0.06,0.95,0.03
39,"Sylvaniatownship",0.01,0.08,0.01,0.07,0.17,0.19,0.22,0.02,0.04,0.04,0.04,0.9,0.02
39,"Worthingtoncity",0,0.06,0,0.28,0.28,0.38,0.35,0.09,0.08,0.1,0.08,0.92,0.03
18,"Highlandtown",0,0.03,0.01,0.04,0.08,0.11,0.13,0.01,0.02,0.03,0.03,0.85,0.05
9,"Westporttown",0,0.02,0.02,0.47,0.48,0.51,0.52,0.4,0.36,0.35,0.32,0.83,0.05
48,"Lewisvillecity",0.01,0.14,0.01,0.31,0.32,0.52,0.65,0.1,0.09,0.14,0.16,0.83,0.15
40,"Chickashacity",0.01,0.22,0,0.35,0.3,0.32,0.4,0.03,0.02,0.02,0.03,0.96,0.02
34,"EggHarbortownship",0.01,0.18,0.01,0.18,0.24,0.26,0.34,0.05,0.06,0.05,0.06,0.87,0.07
18,"Griffithtown",0,0.11,0,0.2,0.17,0.23,0.29,0.05,0.04,0.04,0.05,0.89,0.05
1,"Bessemercity",0.08,0.87,0,0.14,0.1,0.08,0.22,0,0,0,0,0.95,0.01
6,"Fremontcity",0.05,0.15,0.23,0.34,0.42,0.53,0.58,0.48,0.52,0.6,0.59,0.54,0.24
25,"Naticktown",0,0.07,0.01,0.36,0.36,0.36,0.37,0.17,0.15,0.13,0.13,0.88,0.06
40,"Normancity",0.01,0.11,0.02,0.78,0.81,0.8,0.77,0.24,0.22,0.19,0.17,0.9,0.05
28,"Ridgelandcity",0,0.18,0,0.37,0.44,0.43,0.44,0.03,0.03,0.03,0.03,0.96,0
34,"Princetontownship",0,0.12,0.02,0.72,0.74,0.69,0.64,1,0.93,0.8,0.67,0.65,0.16
13,"Douglascity",0.02,0.68,0,0,0.18,0.38,0.39,0,0.01,0.03,0.03,0.98,0.01
6,"MountainViewcity",0.02,0.21,0.1,0.66,0.67,0.71,0.74,1,0.94,0.92,0.87,0.53,0.46
34,"Tenaflyborough",0,0.03,0.02,0.54,0.5,0.58,0.59,0.93,0.75,0.78,0.74,0.49,0.3
6,"Burbankcity",0.05,0.29,0.16,0.39,0.43,0.47,0.56,0.71,0.68,0.67,0.74,0.44,0.49
36,"Lockportcity",0.02,0.38,0,0,0.05,0.11,0.12,0,0.01,0.01,0.01,0.93,0.05
34,"Eatontownborough",0.01,0.27,0.01,0.31,0.42,0.56,0.55,0.23,0.27,0.33,0.29,0.74,0.14
6,"SierraMadrecity",0,0.07,0.01,0.25,0.34,0.34,0.32,0.16,0.19,0.17,0.15,0.81,0.08
44,"Bristoltown",0.01,0.19,0.02,0.19,0.17,0.19,0.21,0.21,0.17,0.17,0.17,0.55,0.41
55,"OakCreekcity",0,0.09,0,0.15,0.11,0.18,0.16,0.03,0.02,0.03,0.02,0.91,0.04
12,"Miamicity",0.78,1,1,0.4,0.45,0.47,0.59,1,1,1,1,0,1
21,"Ashlandcity",0.01,0.12,0,0.42,0.57,0.6,0.56,0.02,0.02,0.02,0.02,0.98,0.02
48,"Dentoncity",0.02,0.24,0.03,0.59,0.66,0.8,0.82,0.29,0.29,0.32,0.3,0.81,0.13
34,"LincolnParkborough",0,0.14,0.01,0.24,0.34,0.43,0.41,0.2,0.25,0.29,0.26,0.71,0.12
6,"SanBrunocity",0.01,0.17,0.06,0.31,0.34,0.42,0.47,0.52,0.5,0.57,0.57,0.47,0.31
33,"Concordcity",0.01,0.14,0.01,0.17,0.2,0.18,0.2,0.03,0.04,0.03,0.03,0.92,0.03
42,"Columbiaborough",0.01,0.38,0,1,0.9,0.73,0.7,0.05,0.03,0.02,0.02,0.95,0.04
9,"Milfordtown",0.01,0.13,0.02,0.2,0.22,0.23,0.23,0.07,0.07,0.07,0.06,0.88,0.04
6,"CathedralCitycity",0.03,0.4,0.05,0.33,0.48,0.52,0.6,0.58,0.73,0.73,0.77,0.36,0.67
25,"Bridgewatertown",0,0.13,0.01,0.16,0.15,0.2,0.25,0.05,0.04,0.05,0.05,0.88,0.07
